ResponseId,A.S. President,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - Engineering,Collegiate Senator - Engineering,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000006229,,,,,1,,1,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006230,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,,,,2,3,,1,,,,
R_00000000006231,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
R_00000000006232,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,1
R_00000000006233,1,,,,1,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
R_00000000006234,1,2,,,1,2,1,2,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,4,1,,5,2,,,3,,,,
R_00000000006235,,1,,,,1,,1,,1,,,4,3,1,2,,,,,,,,,,4,7,,2,,,8,6,9,3,5,1,,10,,,,,,,,,,,,
R_00000000006236,,1,,,,1,,1,,1,1,,3,,2,1,,,,,,,,,,6,,9,10,,,4,1,7,2,5,8,,3,,,,,,,,,,,,
R_00000000006237,1,3,2,Kanye West,1,2,1,2,1,2,1,2,,,4,3,1,,,,4,3,8,7,5,,,,,2,6,,,,,,,1,,,,,,,,,,,,,
R_00000000006238,1,,,,1,,1,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006239,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006240,2,1,,,2,1,1,2,1,2,1,1,2,4,,,3,,,,,10,,9,5,1,,,11,12,4,6,3,,,,7,8,2,,,,,,,,,,,,
R_00000000006241,1,2,3,,1,2,2,1,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,2,,3,,4,5,,1,,,,
R_00000000006242,,1,,,,1,,1,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006243,1,2,,,2,1,2,1,2,1,1,,3,2,4,1,,,,,9,10,,5,12,4,1,,8,11,7,,,,,6,3,,2,,,,,,,,,,,2,1
R_00000000006244,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
R_00000000006245,,,,,,,,,,,,3,2,1,4,,,,,,,,,,,,2,,,,,4,,3,,,,1,,,,,,,,,,,,2,1
R_00000000006246,3,1,2,Joe Biden,2,1,2,1,,1,1,,4,1,2,3,,,,,,,,,1,7,12,9,4,,,8,3,6,10,11,5,,2,,,,,,,,,,,,
R_00000000006247,2,1,,,2,1,2,1,2,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000006248,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,1,7,8,4,2,,,,,3,6,,,,,,,5,,,,,,,,,,,,,
R_00000000006249,2,1,,,1,2,2,1,2,1,1,,,4,1,3,2,,,,12,,10,3,,2,6,,,1,4,,8,9,,5,,11,7,,,,,,,,,,,2,1
R_00000000006250,1,2,,,1,,1,,1,,1,1,,,,,2,,,,4,,2,7,6,,,,,1,5,,,,,,,3,,,,,,,,,,,,,
R_00000000006251,1,2,,,1,2,1,2,2,1,1,1,3,4,,,2,,,,1,10,,3,12,,5,8,,9,11,,7,,,2,4,,6,,,,,,,,,,,,
R_00000000006252,1,3,2,Navpreet Khabra,1,2,1,2,1,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006253,2,1,,,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006254,2,1,,,2,1,2,1,2,1,1,,1,2,3,4,,,,,4,12,7,3,2,5,,10,,,,11,6,,,,9,8,1,,,,,,,,,,,2,1
R_00000000006255,2,1,,,2,1,2,1,2,1,1,,2,3,1,4,,,,,,10,,11,,,,2,8,,,9,3,5,4,7,1,12,6,,,,,,,,,,,,
R_00000000006256,,1,,,,1,,1,,1,1,,4,1,3,2,,,,,,,,,,7,9,1,2,,,3,10,5,11,4,8,,6,,,,,,,,,,,,
R_00000000006257,2,1,,,2,1,2,1,2,1,1,,2,3,1,4,,,,,,,,,,1,9,2,7,,,8,10,11,6,5,4,,3,,,,,,,,,,,,
R_00000000006258,1,2,,,1,2,1,2,1,2,,2,,,,,1,,,,3,,2,4,5,,,,,1,7,,,,,,,6,,,,,,,,,,,,,
R_00000000006259,1,2,,,2,1,2,1,2,1,1,,3,4,,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,,3,5,,1,4,,,,
R_00000000006260,,,,,2,1,1,2,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006261,,1,,,,1,,1,,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006262,1,2,,,1,2,1,2,1,2,1,,3,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006264,1,,,,,1,,1,,1,1,,1,4,2,3,,,,,,,,,,1,6,10,5,,,9,8,3,,4,7,,2,,,,,,,,,,,,
R_00000000006265,1,2,,,1,2,1,2,1,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006266,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000006267,1,2,,,1,2,1,2,2,1,1,2,3,4,,,1,,,,3,,2,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,
R_00000000006268,1,,,,1,,1,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,3,,2,,,,
R_00000000006269,,,,,2,1,2,1,2,1,,,2,1,3,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006270,,1,,,,1,,1,,1,1,,4,2,1,3,,,,,,,,,,5,7,6,10,,,8,3,9,1,2,4,,,,,,,,,,,,,,
R_00000000006271,,1,,,,1,,1,,1,1,,2,3,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
R_00000000006272,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006273,1,3,2,Navpreet Khabra,2,1,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,1,,2,,,,
R_00000000006274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006275,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006276,1,2,,,1,2,1,2,1,2,1,,,,,,,1,,,2,3,4,6,7,9,,12,,8,5,,10,,,,,1,11,,,,,,,,,,,,
R_00000000006277,1,3,2,Nawar Nemeh,1,2,1,2,1,2,1,2,3,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,
R_00000000006278,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,,5,3,,,,,
R_00000000006279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006280,1,2,,Nawar Nemeh,2,1,2,1,2,1,1,3,,2,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000006281,1,2,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006282,1,2,,,2,1,2,1,1,2,1,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,,1,,3,,,,
R_00000000006283,1,2,,,1,2,2,1,1,2,1,,3,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,1,2,,,,
R_00000000006284,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
R_00000000006285,1,,2,Jenna Gavigan ,1,2,1,2,1,2,,2,,,,,1,,,,,1,7,3,5,,,,,4,2,,,,8,,,6,,,,,,,,,,,,,
R_00000000006286,2,1,,,1,2,2,1,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,1,,,,
R_00000000006287,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006288,1,3,2,Jose Magana,1,2,1,2,1,2,1,,,,,,,,1,,3,4,1,5,2,9,12,11,,7,6,,,,,,,8,10,,,,,,,,,,,,
R_00000000006289,1,2,,,2,1,2,1,1,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006290,2,1,,,2,1,2,1,1,2,1,,,,,,,,,1,4,8,,2,,,1,,6,,10,9,3,,11,7,5,,12,,,,,,,,,,,,
R_00000000006291,1,2,,,1,2,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006292,2,1,,,2,1,2,1,2,1,1,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006293,1,2,,,1,2,1,2,1,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,1,,,,
R_00000000006294,,,,Tyler Postle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006295,1,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006296,1,,,,1,,1,,1,,1,3,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000006297,2,1,,,2,1,2,1,2,1,1,,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,,,,,,
R_00000000006298,1,2,,,2,1,1,2,1,2,1,1,,,,,2,,,,1,6,7,5,3,,,,,2,4,,,,,,,8,,,,,,,,,,,,,
R_00000000006299,2,1,,,1,2,1,2,1,2,1,2,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,5,,2,,,,
R_00000000006300,,1,,,,1,,1,,1,,,3,1,4,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000006301,2,1,3,,,1,2,1,2,1,1,,2,3,1,4,,,,,,,,12,,4,3,5,9,,,11,8,2,6,10,1,,7,,,,,,,,,,,,
R_00000000006302,,1,,,,1,,1,,1,1,,3,2,1,4,,,,,,,,,,3,6,,,,,7,4,9,5,1,8,,2,,,,,,,,,,,,
R_00000000006303,,1,,,,1,,1,,1,1,,3,1,2,4,,,,,,,,,,1,10,7,5,,,6,2,4,9,11,3,,8,,,,,,,,,,,,
R_00000000006304,,1,,,,1,,1,,1,1,,2,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006305,,,,,2,1,2,1,1,2,1,3,1,,,4,2,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,
R_00000000006306,3,2,1,Navpreet Khabra,1,2,2,1,1,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006307,2,1,,,1,2,1,2,1,2,1,2,4,,3,,1,,,,,,,,,,,,,,,,,,,,,,,3,,1,,2,,4,5,,,,
R_00000000006308,,,,,2,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006309,,1,,,,1,,1,,1,1,,3,4,1,2,,,,,,,,,,11,10,9,3,,,1,8,7,5,2,6,,4,,,,,,,,,,,,
R_00000000006310,2,1,,,2,1,,1,,1,,,2,1,,3,,,,,,,,,,1,,,3,,,,5,2,6,,7,,4,,,,,,,,,,,,
R_00000000006311,1,2,,,1,2,1,2,1,2,,2,,4,3,,1,,,,8,5,1,2,6,,,,9,4,3,,10,,,11,,7,12,,,,,,,,,,,,
R_00000000006312,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000006313,1,,2,anybody but CU,1,,1,,1,,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000006314,1,3,2,Jesse Velasquez,1,2,1,2,1,2,1,1,,,3,,2,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
R_00000000006315,2,1,3,Hieu le,1,2,1,2,,1,1,3,4,,1,,2,,,,,,,,,5,11,10,7,12,,8,4,9,3,1,6,,2,,,,,,,,,,,,
R_00000000006316,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3,,1,,,,
R_00000000006317,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006318,2,1,,,2,1,2,1,2,1,1,,2,4,1,3,,,,,,3,,,10,4,,2,7,,11,6,8,1,12,,,9,5,,,,,,,,,,,,
R_00000000006319,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006320,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,3,5,1,6,8,,,,,4,2,,,,,,,7,,,,,,,,,,,,,
R_00000000006321,,1,,,,1,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006324,2,1,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000006325,1,2,,,2,1,2,1,1,2,,3,,1,4,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,5,2,4,,,,
R_00000000006326,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,
R_00000000006327,,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006328,1,2,,,1,2,1,2,1,2,1,,3,2,1,4,,,,,1,3,2,5,6,,,11,,7,4,9,10,,,,,8,12,,,,,,,,,,,,
R_00000000006329,,,,,1,2,1,2,1,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006331,,1,,,,1,,1,,1,,,1,4,3,2,,,,,,,,,,3,6,7,8,,,1,10,9,5,2,11,,4,,,,,,,,,,,,
R_00000000006332,2,1,3,,2,1,2,1,2,1,1,,1,2,4,3,,,,,12,,11,,,2,7,,6,,,8,5,10,9,1,3,,4,,,,,,,,,,,,
R_00000000006333,,1,,,,1,,1,,1,1,,4,1,3,2,,,,,,,,,,6,9,2,1,,,3,11,5,10,4,7,,8,,,,,,,,,,,,
R_00000000006334,2,1,,,2,1,2,1,1,2,1,2,,3,1,,4,,,,4,5,2,,8,11,,3,10,,,1,,9,6,12,7,,,,,,,,,,,,,,
R_00000000006335,2,1,,,2,1,2,1,2,1,,,2,1,4,3,,,,,,,,,,7,4,8,2,,,9,11,6,10,1,3,,5,,,,,,,,,,,,
R_00000000006336,1,2,3,,2,1,1,2,1,2,1,,3,,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,3,,2,,,,
R_00000000006337,1,,,,1,,1,,1,,,1,,,,,2,,,,8,2,7,4,3,,,,,5,1,,,,,,,6,,,,,,,,,,,,,
R_00000000006338,1,2,,,1,2,1,2,1,2,1,1,,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,1,5,2,,,,
R_00000000006339,2,1,,"Hieu Le, Nawar Nemen",1,2,1,2,1,2,1,,,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,,2,4,,,,,
R_00000000006340,1,2,,,1,2,1,2,1,2,,1,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000006341,,1,,,,1,,1,,1,1,,4,3,1,2,,,,,,3,,,,,4,,,,,5,,,,1,,,2,,,,,,,,,,,,
R_00000000006342,1,2,,,1,2,1,2,1,2,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006343,1,,,,1,,1,,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,,3,,,,
R_00000000006344,,1,,,,1,,1,,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,,4,,,,,
R_00000000006345,2,1,3,,2,1,2,1,2,1,1,4,2,,,1,3,,,,,12,,,,7,3,5,10,,,4,6,2,9,11,8,,1,,,,,,,,,,,,
R_00000000006346,2,1,3,,1,2,1,2,1,2,1,1,,,2,4,3,,,,,,,,,,,,,,,,,,,,,,,5,,,2,3,1,,4,,,,
R_00000000006347,,,1,Jason Granados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006348,1,2,,,1,2,1,2,2,1,,,3,1,4,2,,,,,,3,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,
R_00000000006349,1,2,3,,2,1,1,2,1,2,1,,,,,,,,,1,5,12,3,9,,2,,8,1,,,7,,,10,,4,6,11,,,,,,,,,,,,
R_00000000006350,,1,,,2,1,1,2,2,1,1,,2,4,1,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000006351,2,1,,,2,1,2,1,2,1,1,,2,4,3,1,,,,,,7,5,,9,10,,4,,,6,1,8,,3,,2,12,11,,,,,,,,,,,,
R_00000000006352,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,
R_00000000006353,1,2,,,1,2,2,1,2,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006354,3,1,2,bernie,,1,,1,,1,1,,4,2,3,1,,,,,,,,,,6,11,10,2,,,7,1,5,3,4,9,,8,,,,,,,,,,,,
R_00000000006355,1,2,,,1,2,1,2,1,2,1,2,,4,3,,1,,,,7,8,2,5,4,11,12,,,3,6,,10,,,,,1,9,,,,,,,,,,,1,2
R_00000000006356,1,2,,,2,1,1,2,1,2,1,2,,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,,,2,,,,
R_00000000006357,,1,,,,1,,1,,1,1,,2,1,4,3,,,,,,,,,,,,,6,,,,4,2,3,1,,,5,,,,,,,,,,,,
R_00000000006358,1,2,,,1,2,1,2,1,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
R_00000000006359,1,3,2,,1,2,1,2,1,2,1,1,,,4,3,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006360,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
R_00000000006361,2,1,,,2,1,2,1,2,1,1,,3,1,2,4,,,,,,,,,12,2,,9,5,11,,7,4,8,3,10,1,,6,,,,,,,,,,,,
R_00000000006362,,1,,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006364,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006365,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,4,1,,2,,,,
R_00000000006366,2,1,,,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,7,11,3,9,,,2,8,4,10,1,6,,5,,,,,,,,,,,,
R_00000000006367,3,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
R_00000000006368,2,1,,,1,2,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,
R_00000000006369,1,,,,1,,1,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,3,,,,
R_00000000006370,1,2,3,,1,2,1,2,1,2,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,1,4,,2,,,,
R_00000000006371,1,2,,,1,2,1,2,1,2,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000006372,2,3,1,Jose Magana,1,,1,,1,,1,2,4,,,3,1,,,,,2,5,3,6,,,,,1,4,,,,,,,,,,,,,,,,,,,1,2
R_00000000006373,,1,,,,1,,1,,1,1,,3,4,2,1,,,,,,,,,,,,,,,,3,,,,1,,,2,,,,,,,,,,,,
R_00000000006374,1,,,,1,,1,,1,,,2,,,4,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,,3,,,,
R_00000000006375,1,2,,,1,2,1,2,1,2,,3,,,1,4,2,,,,4,9,1,6,,,,12,8,7,,3,5,,2,,,11,10,,,,,,,,,,,,
R_00000000006376,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006377,1,2,,,2,1,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,
R_00000000006378,2,1,,,2,1,2,1,2,1,1,4,3,,,2,1,,,,,,,,,,,,,,,,,,,,,,,2,1,3,4,,5,,,,,,
R_00000000006379,2,,1,Navpreet Khabra,1,,1,,1,,,2,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,
R_00000000006380,2,1,3,,1,2,2,1,2,1,1,,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,2,,3,,,,,
R_00000000006381,2,1,,,2,1,2,1,2,1,1,,4,1,2,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000006382,2,1,,,2,1,2,1,2,1,1,3,,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000006383,1,2,,,2,1,2,1,2,1,,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
R_00000000006384,1,,,,,,1,2,1,,,,,,,,1,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006385,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006386,1,2,,,1,,1,2,1,2,1,1,,3,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006387,2,1,,,1,2,2,1,2,1,1,,1,2,3,4,,,,,,,,12,,4,5,9,6,,,3,1,11,10,8,2,,7,,,,,,,,,,,,
R_00000000006388,1,2,,,2,1,2,1,1,2,1,3,,,1,2,4,,,,,1,11,9,4,12,5,,7,,,6,,8,,2,,10,3,,,,,,,,,,,,
R_00000000006389,2,1,,,2,1,1,2,2,1,1,3,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006390,1,2,,,1,2,1,2,2,1,,,4,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,1,,,3,4,2,,5,,,,
R_00000000006391,,1,,,,1,,1,,1,1,,4,2,1,3,,,,,,12,,,,1,10,8,2,,,9,6,7,4,11,3,,5,,,,,,,,,,,,
R_00000000006392,1,,,,,1,,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006393,1,,,,1,,1,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,1,
R_00000000006394,,,,,2,1,1,2,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000006395,,1,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006396,,,,,1,2,2,1,2,1,1,4,,3,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,2,1,,,,
R_00000000006397,3,1,2,Navpreet Khabra,2,1,2,1,2,1,1,,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,,,1,,,,,
R_00000000006398,1,2,,,1,2,1,2,2,1,1,,4,2,3,,1,,,,6,11,4,2,,,,9,3,10,5,1,,12,8,,,7,,,,,,,,,,,,,
R_00000000006399,2,1,,,2,1,2,1,2,1,1,,1,4,2,3,,,,,,,,,,4,,,2,,,,5,3,,,1,,,,,,,,,,,,,,
R_00000000006400,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006401,,1,,,,1,,1,,1,1,,1,2,3,,,,,,,,,,,3,,4,8,,,2,1,6,,,5,,7,,,,,,,,,,,,
R_00000000006402,2,1,,,2,1,1,2,1,2,1,4,3,2,,,1,,,,1,5,3,10,,4,,9,,,11,,12,,7,8,,2,6,,,,,,,,,,,,
R_00000000006403,2,1,,,2,1,,,2,1,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006404,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000006405,1,3,2,Stop Tuition Hikes,1,2,2,1,1,2,1,2,,3,4,,1,,,,1,5,3,6,4,9,,,10,2,7,,12,,,11,,8,,,,,,,,,,,,,
R_00000000006406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000006407,2,1,,,1,2,1,2,2,1,1,2,1,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000006408,1,2,,,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000006409,1,2,,,1,2,1,2,1,2,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
