ResponseId,A.S. President,A.S. President,A.S. President,A.S. Internal VP,A.S. Internal VP,A.S. External VP - Local,A.S. External VP - Local,A.S. External VP - Statewide,A.S. External VP - Statewide,A.S. Student Advocate General,A.S. Student Advocate General,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Engineering,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - Letters,Collegiate Senator - CCS,Collegiate Senator - CCS,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. Off Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. On-Campus Senator,A.S. University Owned Off Campus,A.S. University Owned Off Campus,A.S. Transfer Senator,A.S. Transfer Senator
R_00000000005198,3,1,2,2,1,2,1,1,2,1,2,,,,,4,,1,3,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000005199,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000005200,3,1,2,1,2,1,2,1,2,2,1,,,,,1,3,2,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000005201,3,2,1,2,1,1,2,1,2,1,2,,,,,,1,,2,,,3,4,,,4,,5,6,,,9,8,,3,2,7,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000005202,2,1,3,2,1,1,2,2,1,1,2,,,,,,1,3,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,,,5,,2,4,,,,
R_00000000005203,3,1,2,2,1,2,1,1,2,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000005204,1,3,2,2,1,1,2,1,2,2,1,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
R_00000000005206,3,1,2,2,1,2,1,2,1,1,2,,,,,2,3,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,,5,,,3,,,,
R_00000000005207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005208,,,,2,1,2,1,1,2,1,2,,,,,,,,,,,,,,1,8,9,7,6,,,,4,,5,3,1,,,,,,,2,,,,,,,,,,,,,,,,
R_00000000005209,3,1,2,2,1,2,1,2,1,1,2,,,,,4,3,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,5,1,,4,,,,
R_00000000005210,3,2,1,1,2,2,1,1,2,1,2,,,,,,1,,2,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,4,,,,,
R_00000000005211,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005212,,1,,,1,1,,2,1,,1,,,,,3,,1,,2,4,,,,,,,,,,6,1,,3,,,,2,,4,11,10,7,,8,9,5,,,,,,,,,,,,,
R_00000000005213,3,2,1,2,1,1,2,1,2,1,2,,,,,1,3,2,,,,,4,,,,,7,6,,,1,8,4,5,10,,,,,,3,12,11,,2,9,,,,,,,,,,,,,
R_00000000005214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005215,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,
R_00000000005216,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000005217,2,3,1,1,2,2,1,1,2,2,1,,,,,,4,,2,,,3,1,,,1,3,4,8,,,12,5,,2,7,,,,,,9,10,6,,,11,,,,,,,,,,,,,
R_00000000005218,2,1,3,2,1,1,2,1,2,1,2,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,2,,5,,,3,,,,
R_00000000005219,,,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000005220,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
R_00000000005221,,2,1,1,,,1,1,,1,,,,,,,3,,2,,,4,1,,,10,5,4,9,6,,,7,,8,3,2,,11,,,,,1,,,,,,,,,,,,,,,,
R_00000000005222,3,1,2,2,1,2,1,2,1,1,2,,,,,1,,3,,,4,,2,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005223,3,2,1,1,2,2,1,1,2,1,2,,,,,2,3,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,4,,,2,,,,,
R_00000000005224,1,3,2,1,2,1,2,1,2,2,1,,,,,,2,4,,,,1,3,,,,,,,,,,2,,,,,,3,,,,,1,,,,,,,,,,,,,,,,
R_00000000005225,2,,1,1,,,1,1,,1,,,,,,,3,,2,,,1,4,,,,,3,5,8,,,6,,2,4,9,,7,,,,,1,,,,,,,,,,,,,,,,
R_00000000005226,2,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005227,,,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,,1,,2,4,,,,,
R_00000000005229,,1,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005230,3,1,2,2,1,1,2,1,2,2,1,,,,,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,,,3,,,4,,,,
R_00000000005231,3,2,1,1,2,2,1,1,2,1,2,,,,,,2,,1,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000005232,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
R_00000000005233,,,,,,,,,,,,,,,,4,,1,2,,,,3,,,8,7,,,,3,,10,9,,,,4,,11,1,12,5,,6,,2,,,,,,,,,,,,,
R_00000000005234,2,1,3,2,1,1,2,2,1,1,2,,,,,1,,3,,,4,2,,,,,,,,,6,1,,5,2,,,11,,3,10,8,4,,7,12,9,,,,,,,,,,,,,
R_00000000005235,2,1,3,1,2,1,2,1,2,2,1,,,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,
R_00000000005236,3,2,1,1,2,2,1,1,2,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005237,2,3,1,1,2,1,2,2,1,2,1,,,,,1,4,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,,2,,3,5,,,,
R_00000000005238,3,1,2,2,1,1,2,2,1,1,2,,,,,4,,,2,,1,3,,,,3,,,,,,,,,,,,,,1,4,,,,2,,,,,,,,,,,,,,,
R_00000000005239,2,1,3,2,1,2,1,1,2,1,2,,,,,3,2,,,,1,,4,,,,,1,,,,,,,,,,,,,,2,4,,,,3,,,,,,,,,,,,,
R_00000000005240,3,2,1,1,2,2,1,1,2,1,2,,,,,3,,,,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000005241,3,1,2,2,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005242,3,2,1,1,2,2,1,1,2,1,2,,,,,,,,2,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,5,4,2,,,,,
R_00000000005243,,1,2,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
R_00000000005244,3,2,1,1,2,2,1,2,1,2,1,,,,,,,3,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005245,2,1,3,2,1,1,2,2,1,2,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000005246,3,2,1,1,2,1,2,1,2,2,1,,,,,,4,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,2,3,,,,,
R_00000000005247,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005248,2,3,1,1,2,2,1,1,2,1,2,,,,,,2,,4,,,3,1,,,3,1,11,8,6,,,2,,9,4,10,,,,,12,,5,,,7,,,,,,,,,,,,,
R_00000000005249,2,1,3,2,1,1,2,2,1,2,1,,,,,,,3,,1,4,2,,,,,,,,,4,8,,6,1,,,9,,2,5,11,10,,7,3,12,,,,,,,,,,,,,
R_00000000005250,2,1,3,2,1,1,2,2,1,1,2,,,,,1,,2,,4,3,,,,,,,,,,7,9,,1,,,,5,,11,4,8,3,12,10,6,2,,,,,,,,,,,,,
R_00000000005251,3,1,2,2,1,2,1,2,1,1,2,1,2,3,4,,,,,,,,,,,7,10,,,9,,2,11,,1,,,,4,12,,5,3,6,8,,,,,,,,,,,,,,,
R_00000000005252,1,2,3,2,1,2,1,1,2,,,,,,,1,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005253,3,1,2,2,1,2,1,1,2,1,2,,,,,1,,,3,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000005254,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005255,3,1,2,2,1,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
R_00000000005256,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,
R_00000000005257,3,1,2,2,1,2,1,2,1,2,1,,,,,2,1,,3,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,5,,,4,1,,,,
R_00000000005258,3,1,2,2,1,2,1,2,1,2,1,,,,,4,,3,,2,,1,,,,9,,,,,4,11,7,2,1,,,10,,6,,8,5,,12,,3,,,,,,,,,,,,,
R_00000000005259,2,1,3,2,1,1,2,2,1,2,1,,,,,3,,2,,1,4,,,,,,,,,,8,2,,3,,,,4,,5,9,6,7,,,10,1,,,,,,,,,,,,,
R_00000000005260,1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005261,3,1,2,2,1,1,2,2,1,1,2,,,,,,,2,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,4,3,,1,,,2,,,,
R_00000000005262,3,1,2,2,1,1,2,2,1,2,1,,,,,2,,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,3,,1,,,5,,,,
R_00000000005263,2,1,3,2,1,1,2,2,1,2,1,,,,,,4,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,,4,,1,,,,,,
R_00000000005264,2,3,1,1,2,2,1,1,2,1,2,,,,,,3,,2,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,3,4,5,,,,
R_00000000005265,3,2,1,1,2,2,1,1,2,1,2,,,,,,4,,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,1,2,5,,,,
R_00000000005266,,,,2,1,2,1,1,2,,,,,,,,,,,2,,1,,,,,,,3,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005267,3,1,2,2,1,1,2,2,1,2,1,,,,,4,,2,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,5,,3,,,2,,,,
R_00000000005268,3,2,1,2,1,2,1,1,2,1,2,,,,,3,,1,,2,4,,,,,,,,,,,,,,2,,,,,3,,,1,,,,,,,,,,,,,,,,,
R_00000000005269,3,1,2,2,1,2,1,2,1,,1,,,,,3,,2,,4,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2
R_00000000005270,3,2,1,1,2,2,1,1,2,1,2,,,,,,2,1,,3,,4,,,,7,1,10,8,3,,12,6,,9,,,2,4,,,,,,5,11,,,,,,,,,,,,,,
R_00000000005271,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,3,,,,,,,,,,,,,,,,,
R_00000000005272,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005273,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005274,2,3,1,1,2,2,1,2,1,1,2,,,,,4,3,,1,,,,2,,,1,8,2,12,,,,,3,10,4,9,5,7,,6,,,11,,,,,,,,,,,,,,,,
R_00000000005275,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005276,3,2,1,1,2,2,1,1,2,2,1,,,,,,2,,3,,1,4,,,,5,8,7,6,1,,,9,12,11,10,3,,4,,,,,2,,,,,,,,,,,,,,,,
R_00000000005277,3,1,2,2,1,2,1,2,1,1,2,,,,,1,3,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,3,,2,,1,,,,
R_00000000005278,,,1,2,1,1,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005279,3,1,2,2,1,1,2,2,1,2,1,,,,,4,,1,,2,3,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,
R_00000000005280,2,3,1,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005281,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005282,,1,,,1,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000005283,2,3,1,2,1,2,1,1,2,1,2,,,,,2,4,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,5,,1,,,,
R_00000000005284,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,
R_00000000005285,2,3,1,1,,,1,1,,1,,,,,,,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
R_00000000005286,3,2,1,1,2,2,1,1,2,1,2,,,,,,1,4,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,,,,2,,1,,,,
R_00000000005287,3,1,2,2,1,2,1,2,1,1,2,,,,,1,,3,,2,4,,,,,,,,,,5,1,12,11,4,,,3,,6,10,,8,,7,9,2,,,,,,,,,,,,,
R_00000000005288,3,1,2,,,,,1,,,1,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
R_00000000005289,2,3,1,1,2,2,1,1,2,1,2,,,,,,3,,4,,,1,2,,,1,7,3,10,4,,,6,,2,8,9,,5,,,,,11,12,,,,,,,,,,,,,,,
R_00000000005290,2,3,1,1,2,,1,1,2,2,1,,,,,,2,,3,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000005291,,1,,1,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005292,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005293,3,1,2,2,1,2,1,1,2,1,2,,,,,2,3,4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005294,1,,2,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005295,3,1,2,2,1,2,1,2,1,1,2,,,,,4,2,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000005296,2,1,3,2,1,2,1,1,2,2,1,,,,,,2,,,4,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,4,3,1,,,,
R_00000000005297,1,3,2,1,2,2,1,2,1,2,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005298,3,1,2,2,1,2,1,2,1,1,2,,,,,,3,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,,3,,,,2,,,,
R_00000000005299,3,2,1,1,2,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,5,4,,,3,2,,,,,
R_00000000005300,3,2,1,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005301,1,3,2,1,2,1,,1,2,2,1,,,,,4,,2,3,,,,1,,,,,,,,,,,2,,,,4,,,,,,3,1,,,,,,,,,,,,,,,
R_00000000005302,2,1,3,2,1,1,2,1,,1,2,,,,,,,,,,,,,1,2,8,6,,9,11,12,4,2,,,,1,,7,,,5,,3,,,10,,,,,,,,,,,,,
R_00000000005303,1,3,2,2,1,2,1,1,2,2,1,,,,,2,,1,,3,4,,,,,,,8,12,,,7,,3,5,,,1,,2,4,,6,,9,10,11,,,,,,,,,,,,1,2
R_00000000005304,2,3,1,2,1,2,1,2,1,1,2,,,,,,2,4,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,2,4,5,,,,
R_00000000005305,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005306,3,1,2,2,1,2,1,2,1,2,1,,,,,,4,,,1,3,,2,,,,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,
R_00000000005307,3,2,1,1,2,2,1,1,2,,,,,,,1,2,,,,3,,,,,,,,,,,,,,4,,,,,,3,,,,1,2,,,,,,,,,,,,,,
R_00000000005308,3,1,2,1,2,2,1,1,2,1,2,,,,,2,3,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,,3,1,,,,,
R_00000000005309,3,2,1,1,2,2,1,1,2,1,2,,,,,,3,,1,,,2,4,,,7,,8,10,,,,,12,,,4,5,,1,6,2,9,,,11,3,,,,,,,,,,,,,
R_00000000005310,2,1,3,2,1,1,2,2,1,1,2,,,,,3,,1,,4,2,,,,,12,,,,,5,4,,9,,,,1,,11,3,8,2,,7,6,10,,,,,,,,,,,,,
R_00000000005311,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005312,2,1,3,2,1,1,2,2,1,2,1,,,,,1,,4,,3,2,,,,,,,,12,,2,3,,6,11,,,9,,7,5,8,4,,1,,10,,,,,,,,,,,,,
R_00000000005313,1,3,2,2,1,1,2,2,1,1,2,,,,,4,3,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005314,2,1,3,1,2,2,1,1,,2,1,,,,,4,1,,2,,,3,,,,4,,2,5,,11,9,,7,,,3,,,6,10,1,,,8,,12,,,,,,,,,,,,,
R_00000000005315,3,1,2,1,2,1,2,1,2,2,1,,,,,,,2,4,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,4,5,1,2,,,,,
R_00000000005316,2,1,3,2,1,1,2,2,1,,1,1,4,3,2,,,,,,,,,,,,,,,,7,9,,4,,,,2,,6,11,3,5,,8,10,1,,,,,,,,,,,,,
R_00000000005317,3,2,1,1,2,2,1,2,1,2,1,,,,,3,,,1,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,5,1,2,,,,,
R_00000000005318,2,3,1,2,1,2,1,2,1,1,2,,,,,1,4,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,,,1,,2,,,,,,
R_00000000005319,3,2,1,1,2,2,1,1,2,1,2,,,,,,1,4,,,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2
R_00000000005320,,,1,1,,,1,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005321,2,3,1,1,2,2,1,1,2,2,1,,,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,3,,2,1,,,,,
R_00000000005322,3,2,1,1,2,2,1,1,2,2,1,,,,,,2,4,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,4,5,,2,,,,
R_00000000005323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005324,2,3,1,1,2,1,2,1,2,2,1,,,,,,4,,1,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2
R_00000000005325,2,1,3,2,1,1,2,2,1,2,1,,,,,1,,2,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,1,,3,,,4,,,,
R_00000000005326,1,3,2,2,1,1,2,1,2,1,2,,,,,1,4,,,,,3,2,,,,5,,3,4,12,11,8,,6,1,10,,9,2,,,,7,,,,,,,,,,,,,,,,
R_00000000005327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
R_00000000005328,3,1,2,2,1,2,1,1,2,2,1,,,,,3,4,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
R_00000000005329,3,1,2,2,1,2,1,2,1,2,1,,,,,3,,2,,1,4,,,,,4,6,,9,,10,2,5,,,,,,,11,8,7,1,12,,,3,,,,,,,,,,,,,
R_00000000005330,3,1,2,2,1,1,2,2,1,1,2,,,,,,,1,,4,2,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
R_00000000005331,2,3,1,2,1,2,1,1,2,1,2,,,,,,1,,2,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005332,,1,,,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,10,11,,8,,,,2,12,1,9,3,6,,7,4,5,,,,,,,,,,,,,
R_00000000005333,,1,,,1,1,,,1,,1,,,,,3,,4,,1,2,,,,,,,,,,,4,,11,6,,,10,,9,8,7,3,12,5,2,1,,,,,,,,,,,,,
R_00000000005334,3,1,2,2,1,1,2,2,1,,,1,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,,
R_00000000005335,2,1,3,2,1,1,2,2,1,2,1,,,,,4,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,
R_00000000005336,,1,,,1,1,,,1,,1,,,,,2,,4,,1,3,,,,,,,,,,6,9,,4,,,,7,,2,8,3,11,,5,10,1,,,,,,,,,,,,,
R_00000000005337,3,1,2,2,1,2,1,1,2,1,2,,,,,4,2,,,,1,3,,,,7,12,6,,,,8,9,4,3,2,1,,10,,,,11,,,5,,,,,,,,,,,,,2,1
R_00000000005338,2,3,1,1,2,2,1,1,2,2,1,,,,,,3,,4,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,5,,4,,2,,,,
R_00000000005339,2,1,3,1,2,2,1,1,2,1,2,,,,,,,,,2,3,1,4,,,,,,2,11,7,5,,4,,3,,6,9,12,,,,8,,1,10,,,,,,,,,,,,,
R_00000000005340,2,3,1,2,1,2,1,1,2,2,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,2,,,,4,,,,,
R_00000000005341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005342,3,2,1,1,2,2,1,1,2,1,2,,,,,,,,1,,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,5,4,3,,,,,
R_00000000005343,3,2,1,1,2,2,1,1,2,1,2,,,,,2,,,1,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
R_00000000005344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005345,3,1,2,,,1,2,1,2,2,1,,,,,3,4,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,
R_00000000005346,3,1,2,2,1,1,2,1,2,1,2,,,,,,4,,3,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1
R_00000000005347,3,1,2,2,1,2,1,2,1,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005348,3,1,2,2,1,1,2,2,1,2,1,,,,,1,,4,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005349,3,1,2,2,1,2,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005350,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005351,,1,,,1,1,,,1,,,,,,,,,1,,2,,,,,,,,,,,5,10,,6,,,,8,,2,4,9,11,,7,3,1,,,,,,,,,,,,,
R_00000000005352,,1,,1,,,1,,1,1,,,,,,,1,,2,,,,3,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,
R_00000000005353,2,3,1,1,2,2,1,1,2,2,1,,,,,,4,,1,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00000000005355,,1,,2,1,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
